,Marginal,Node,Level,Branch,OR_Details,Additional_Stat,Tree
0,-459.15761824215997,ZFPM2,1,2,"['ZFPM2', 46.0, 68.0, 169.0, 496.0, 1.985381134702402]",-448.7286477013114,1
1,-377.09433966656894,RECQL4,2,0,"[np.str_('RECQL4'), np.float64(1.0), np.float64(28.0), np.float64(168.0), np.float64(468.0), np.float64(0.09948979591836735)]",-370.2541361412835,1
2,-366.1936931307371,CYP11B1,3,0,"[np.str_('CYP11B1'), np.float64(7.0), np.float64(2.0), np.float64(161.0), np.float64(466.0), np.float64(10.130434782608695)]",-361.4578279059341,1
3,-358.27977407558615,ERBB2,4,0,"[np.str_('ERBB2'), np.float64(29.0), np.float64(44.0), np.float64(132.0), np.float64(422.0), np.float64(2.1070936639118454)]",-351.70123089550816,1
4,-304.51851383118816,FAM135B,5,0,"[np.str_('FAM135B'), np.float64(6.0), np.float64(3.0), np.float64(126.0), np.float64(419.0), np.float64(6.65079365079365)]",-299.27711961203994,1
5,-295.94491510186475,CASC7,6,0,"[np.str_('CASC7'), np.float64(2.0), np.float64(0.0), np.float64(124.0), np.float64(419.0), np.float64(inf)]",-294.3976225047227,1
6,-293.29901021605457,TTN,7,0,"[np.str_('TTN'), np.float64(25.0), np.float64(45.0), np.float64(99.0), np.float64(374.0), np.float64(2.0987654320987654)]",-289.2129392245924,1
7,-243.76747222383204,RN7SKP153,8,0,"[np.str_('RN7SKP153'), np.float64(3.0), np.float64(1.0), np.float64(96.0), np.float64(373.0), np.float64(11.65625)]",-241.41252418146732,1
8,-239.33308263978748,DENND3,9,0,"[np.str_('DENND3'), np.float64(4.0), np.float64(3.0), np.float64(92.0), np.float64(370.0), np.float64(5.36231884057971)]",-236.98223798503722,1
9,-232.48242831470697,TMEM67,10,0,"[np.str_('TMEM67'), np.float64(3.0), np.float64(2.0), np.float64(89.0), np.float64(368.0), np.float64(6.202247191011236)]",-230.95652007858524,1
10,-227.37300114012913,SLC39A4,11,0,"[np.str_('SLC39A4'), np.float64(2.0), np.float64(1.0), np.float64(87.0), np.float64(367.0), np.float64(8.436781609195402)]",-225.71861183983276,1
11,-223.9268523706047,FAM49B,12,0,"[np.str_('FAM49B'), np.float64(1.0), np.float64(0.0), np.float64(86.0), np.float64(367.0), np.float64(inf)]",-222.956249649377,1
12,-222.26310246881707,COL22A1,13,0,"[np.str_('COL22A1'), np.float64(1.0), np.float64(0.0), np.float64(85.0), np.float64(367.0), np.float64(inf)]",-221.28300878038414,1
13,-220.5898615998242,BAI1,14,0,"[np.str_('BAI1'), np.float64(1.0), np.float64(0.0), np.float64(84.0), np.float64(367.0), np.float64(inf)]",-219.60014339939517,1
14,-218.90699621883522,SLC52A2,15,0,"[np.str_('SLC52A2'), np.float64(1.0), np.float64(0.0), np.float64(83.0), np.float64(367.0), np.float64(inf)]",-217.90751666768904,1
15,-217.2143694871291,ESRP1,16,0,"[np.str_('ESRP1'), np.float64(1.0), np.float64(0.0), np.float64(82.0), np.float64(367.0), np.float64(inf)]",-216.20498833218926,1
16,-215.5118411516293,MFSD3,17,0,"[np.str_('MFSD3'), np.float64(1.0), np.float64(0.0), np.float64(81.0), np.float64(367.0), np.float64(inf)]",-214.49241459911923,1
17,-213.79926741855928,GDF6,18,0,"[np.str_('GDF6'), np.float64(1.0), np.float64(0.0), np.float64(80.0), np.float64(367.0), np.float64(inf)]",-213.6710635434872,1
18,-212.97791636292726,SCRIB,19,0,"[np.str_('SCRIB'), np.float64(1.0), np.float64(1.0), np.float64(79.0), np.float64(366.0), np.float64(4.632911392405063)]",-212.5724512548191,1
19,-211.1861568936992,0,19,0,"[np.str_('SCRIB'), np.float64(0.0), np.float64(0.0), np.float64(79.0), np.float64(366.0), np.float64(nan)]",-211.1861568936992,1
20,-1.3862943611198906,0,19,1,"[np.str_('SCRIB'), np.float64(1.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-1.3862943611198906,1
21,-0.6931471805599453,0,18,1,"[np.str_('GDF6'), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-0.6931471805599453,1
22,-0.6931471805599453,0,17,1,"[np.str_('MFSD3'), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-0.6931471805599453,1
23,-0.6931471805599453,0,16,1,"[np.str_('ESRP1'), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-0.6931471805599453,1
24,-0.6931471805599453,0,15,1,"[np.str_('SLC52A2'), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-0.6931471805599453,1
25,-0.6931471805599453,0,14,1,"[np.str_('BAI1'), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-0.6931471805599453,1
26,-0.6931471805599453,0,13,1,"[np.str_('COL22A1'), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-0.6931471805599453,1
27,-0.6931471805599453,0,12,1,"[np.str_('FAM49B'), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-0.6931471805599453,1
28,-1.791759469228055,0,11,1,"[np.str_('SLC39A4'), np.float64(2.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-1.791759469228055,1
29,-3.58351893845611,LINC00536,11,1,"[np.str_('LINC00536'), np.float64(2.0), np.float64(0.0), np.float64(1.0), np.float64(2.0), np.float64(inf)]",-2.8903717578961645,1
30,-1.791759469228055,0,11,0,"[np.str_('LINC00536'), np.float64(0.0), np.float64(0.0), np.float64(1.0), np.float64(2.0), np.float64(nan)]",-1.791759469228055,1
31,-1.0986122886681096,0,11,1,"[np.str_('LINC00536'), np.float64(2.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-1.0986122886681096,1
32,-4.499809670330265,FLG,10,1,"[np.str_('FLG'), np.float64(0.0), np.float64(2.0), np.float64(4.0), np.float64(1.0), np.float64(0.0)]",-3.401197381662155,1
33,-2.3025850929940455,0,10,0,"[np.str_('FLG'), np.float64(0.0), np.float64(0.0), np.float64(4.0), np.float64(1.0), np.float64(nan)]",-2.3025850929940455,1
34,-1.0986122886681096,0,10,1,"[np.str_('FLG'), np.float64(0.0), np.float64(2.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-1.0986122886681096,1
35,-2.079441541679836,0,8,1,"[np.str_('RN7SKP153'), np.float64(3.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-2.079441541679836,1
36,-45.44546700076033,RYR2,8,1,"[np.str_('RYR2'), np.float64(0.0), np.float64(9.0), np.float64(25.0), np.float64(36.0), np.float64(0.0)]",-42.43488196632276,1
37,-40.13229687332871,FMN2,9,0,"[np.str_('FMN2'), np.float64(5.0), np.float64(0.0), np.float64(20.0), np.float64(36.0), np.float64(inf)]",-38.75631253475941,1
38,-36.964553065531355,USH2A,10,0,"[np.str_('USH2A'), np.float64(0.0), np.float64(7.0), np.float64(20.0), np.float64(29.0), np.float64(0.0)]",-36.199493303381125,1
39,-34.12005176170129,RIMS2,11,0,"[np.str_('RIMS2'), np.float64(2.0), np.float64(0.0), np.float64(18.0), np.float64(29.0), np.float64(inf)]",-33.22090053970385,1
40,-32.12228825103574,DNAH14,12,0,"[np.str_('DNAH14'), np.float64(2.0), np.float64(0.0), np.float64(16.0), np.float64(29.0), np.float64(inf)]",-31.066235576786426,1
41,-29.967623288118315,OR2AK2,13,0,"[np.str_('OR2AK2'), np.float64(2.0), np.float64(0.0), np.float64(14.0), np.float64(29.0), np.float64(inf)]",-28.724852514251392,1
42,-27.62624022558328,SLC26A7,14,0,"[np.str_('SLC26A7'), np.float64(2.0), np.float64(0.0), np.float64(12.0), np.float64(29.0), np.float64(inf)]",-27.06662443764786,1
43,-25.96801214897975,ADCY8,15,0,"[np.str_('ADCY8'), np.float64(1.0), np.float64(0.0), np.float64(11.0), np.float64(29.0), np.float64(inf)]",-25.34548253563375,1
44,-24.652335355073806,WISP1,16,0,"[np.str_('WISP1'), np.float64(1.0), np.float64(0.0), np.float64(10.0), np.float64(29.0), np.float64(inf)]",-23.959188174513862,1
45,-23.26604099395392,ARC,17,0,"[np.str_('ARC'), np.float64(1.0), np.float64(0.0), np.float64(9.0), np.float64(29.0), np.float64(inf)]",-22.482843874244193,1
46,-21.78969669368425,CPSF1,18,0,"[np.str_('CPSF1'), np.float64(2.0), np.float64(1.0), np.float64(7.0), np.float64(28.0), np.float64(8.0)]",-20.15208790428345,1
47,-18.360328435055397,PVT1,19,0,"[np.str_('PVT1'), np.float64(1.0), np.float64(0.0), np.float64(6.0), np.float64(28.0), np.float64(inf)]",-17.289887023353984,1
48,-16.59673984279404,CCDC166,20,0,"[np.str_('CCDC166'), np.float64(1.0), np.float64(0.0), np.float64(5.0), np.float64(28.0), np.float64(inf)]",-15.372964411171921,1
49,-14.679817230611976,TCHH,21,0,"[np.str_('TCHH'), np.float64(1.0), np.float64(0.0), np.float64(4.0), np.float64(28.0), np.float64(inf)]",-13.980482476423123,1
50,-13.287335295863178,TRPS1,22,0,"[np.str_('TRPS1'), np.float64(2.0), np.float64(3.0), np.float64(2.0), np.float64(25.0), np.float64(8.333333333333332)]",-11.852250770573846,1
51,-8.268731832117737,PKHD1L1,23,0,"[np.str_('PKHD1L1'), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(24.0), np.float64(24.0)]",-7.8632667240095735,1
52,-6.476972362889683,0,23,0,"[np.str_('PKHD1L1'), np.float64(0.0), np.float64(0.0), np.float64(1.0), np.float64(24.0), np.float64(nan)]",-6.476972362889683,1
53,-1.3862943611198906,0,23,1,"[np.str_('PKHD1L1'), np.float64(1.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-1.3862943611198906,1
54,-3.58351893845611,PIK3CA,23,1,"[np.str_('PIK3CA'), np.float64(2.0), np.float64(1.0), np.float64(0.0), np.float64(2.0), np.float64(inf)]",-2.8903717578961645,1
55,-1.0986122886681096,0,23,0,"[np.str_('PIK3CA'), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(2.0), np.float64(nan)]",-1.0986122886681096,1
56,-1.791759469228055,0,23,1,"[np.str_('PIK3CA'), np.float64(2.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-1.791759469228055,1
57,-0.6931471805599453,0,21,1,"[np.str_('TCHH'), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-0.6931471805599453,1
58,-0.6931471805599453,0,20,1,"[np.str_('CCDC166'), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-0.6931471805599453,1
59,-0.6931471805599453,0,19,1,"[np.str_('PVT1'), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-0.6931471805599453,1
60,-1.791759469228055,0,18,1,"[np.str_('CPSF1'), np.float64(2.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-1.791759469228055,1
61,-0.6931471805599453,0,17,1,"[np.str_('ARC'), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-0.6931471805599453,1
62,-0.6931471805599453,0,16,1,"[np.str_('WISP1'), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-0.6931471805599453,1
63,-0.6931471805599453,0,15,1,"[np.str_('ADCY8'), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-0.6931471805599453,1
64,-1.0986122886681096,0,14,1,"[np.str_('SLC26A7'), np.float64(2.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-1.0986122886681096,1
65,-1.0986122886681096,0,13,1,"[np.str_('OR2AK2'), np.float64(2.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-1.0986122886681096,1
66,-1.0986122886681096,0,12,1,"[np.str_('DNAH14'), np.float64(2.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-1.0986122886681096,1
67,-1.0986122886681096,0,11,1,"[np.str_('RIMS2'), np.float64(2.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-1.0986122886681096,1
68,-2.079441541679836,0,10,1,"[np.str_('USH2A'), np.float64(0.0), np.float64(7.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-2.079441541679836,1
69,-1.7917594692280554,0,9,1,"[np.str_('FMN2'), np.float64(5.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-1.7917594692280554,1
70,-2.302585092994047,0,8,1,"[np.str_('RYR2'), np.float64(0.0), np.float64(9.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-2.302585092994047,1
71,-1.0986122886681096,0,6,1,"[np.str_('CASC7'), np.float64(2.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-1.0986122886681096,1
72,-3.332204510175204,0,5,1,"[np.str_('FAM135B'), np.float64(6.0), np.float64(3.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-3.3322045101752042,1
73,-47.18271706431999,CDH1,5,1,"[np.str_('CDH1'), np.float64(0.0), np.float64(11.0), np.float64(29.0), np.float64(33.0), np.float64(0.0)]",-43.74893248540333,1
74,-41.264025835615335,VPS13B,6,0,"[np.str_('VPS13B'), np.float64(0.0), np.float64(8.0), np.float64(29.0), np.float64(25.0), np.float64(0.0)]",-39.66687259192459,1
75,-37.46964801458837,GATA3,7,0,"[np.str_('GATA3'), np.float64(1.0), np.float64(6.0), np.float64(28.0), np.float64(19.0), np.float64(0.1130952380952381)]",-34.39984853789869,1
76,-31.76079120828343,TARS2,8,0,"[np.str_('TARS2'), np.float64(1.0), np.float64(5.0), np.float64(27.0), np.float64(14.0), np.float64(0.10370370370370371)]",-28.73185339938373,1
77,-26.24694674959573,OR14A16,9,0,"[np.str_('OR14A16'), np.float64(8.0), np.float64(0.0), np.float64(19.0), np.float64(14.0), np.float64(inf)]",-24.020602078325467,1
78,-21.82337750098925,CNST,10,0,"[np.str_('CNST'), np.float64(0.0), np.float64(4.0), np.float64(19.0), np.float64(10.0), np.float64(0.0)]",-20.653306248339007,1
79,-19.043868335904907,OR2T34,11,0,"[np.str_('OR2T34'), np.float64(0.0), np.float64(2.0), np.float64(19.0), np.float64(8.0), np.float64(0.0)]",-18.484252547969483,1
80,-17.385640259301372,CSMD3,12,0,"[np.str_('CSMD3'), np.float64(0.0), np.float64(1.0), np.float64(19.0), np.float64(7.0), np.float64(0.0)]",-16.728860722912295,1
81,-16.03571354235235,FER1L6,13,0,"[np.str_('FER1L6'), np.float64(0.0), np.float64(1.0), np.float64(19.0), np.float64(6.0), np.float64(0.0)]",-15.26252365411887,1
82,-14.569376473558924,FAM135B,14,0,"[np.str_('FAM135B'), np.float64(0.0), np.float64(1.0), np.float64(19.0), np.float64(5.0), np.float64(0.0)]",-13.653085741684766,1
83,-12.95993856112482,LRP12,15,0,"[np.str_('LRP12'), np.float64(0.0), np.float64(1.0), np.float64(19.0), np.float64(4.0), np.float64(0.0)]",-11.861326272456719,1
84,-11.168179091896773,0,15,0,"[np.str_('LRP12'), np.float64(0.0), np.float64(0.0), np.float64(19.0), np.float64(4.0), np.float64(nan)]",-11.168179091896773,1
85,-0.6931471805599453,0,15,1,"[np.str_('LRP12'), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-0.6931471805599453,1
86,-0.6931471805599453,0,14,1,"[np.str_('FAM135B'), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-0.6931471805599453,1
87,-0.6931471805599453,0,13,1,"[np.str_('FER1L6'), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-0.6931471805599453,1
88,-0.6931471805599453,0,12,1,"[np.str_('CSMD3'), np.float64(0.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-0.6931471805599453,1
89,-1.0986122886681096,0,11,1,"[np.str_('OR2T34'), np.float64(0.0), np.float64(2.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-1.0986122886681096,1
90,-1.6094379124341,0,10,1,"[np.str_('CNST'), np.float64(0.0), np.float64(4.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-1.6094379124341,1
91,-2.1972245773362182,0,9,1,"[np.str_('OR14A16'), np.float64(8.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-2.1972245773362182,1
92,-2.484906649788001,0,8,1,"[np.str_('TARS2'), np.float64(1.0), np.float64(5.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-2.484906649788001,1
93,-2.639057329615259,0,7,1,"[np.str_('GATA3'), np.float64(1.0), np.float64(6.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-2.639057329615259,1
94,-2.1972245773362182,0,6,1,"[np.str_('VPS13B'), np.float64(0.0), np.float64(8.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-2.1972245773362182,1
95,-2.484906649787998,0,5,1,"[np.str_('CDH1'), np.float64(0.0), np.float64(11.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-2.484906649787998,1
96,-3.1780538303479458,0,3,1,"[np.str_('CYP11B1'), np.float64(7.0), np.float64(2.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-3.1780538303479458,1
97,-4.06044301054642,0,2,1,"[np.str_('RECQL4'), np.float64(1.0), np.float64(28.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-4.06044301054642,1
98,-71.63430803474242,EIF3H,2,1,"[np.str_('EIF3H'), np.float64(36.0), np.float64(68.0), np.float64(10.0), np.float64(0.0), np.float64(0.0)]",-70.08676187690997,1
99,-2.3978952727983707,0,2,0,"[np.str_('EIF3H'), np.float64(0.0), np.float64(0.0), np.float64(10.0), np.float64(0.0), np.float64(nan)]",-2.3978952727983707,1
100,-67.68886660411161,SCCPDH,3,1,"[np.str_('SCCPDH'), np.float64(4.0), np.float64(22.0), np.float64(32.0), np.float64(46.0), np.float64(0.26136363636363635)]",-63.714109975847734,1
101,-52.65752194935943,AHCTF1,4,0,"[np.str_('AHCTF1'), np.float64(4.0), np.float64(0.0), np.float64(28.0), np.float64(46.0), np.float64(inf)]",-49.09930665985794,1
102,-47.489868747423834,CSMD1,5,0,"[np.str_('CSMD1'), np.float64(1.0), np.float64(15.0), np.float64(27.0), np.float64(31.0), np.float64(0.07654320987654321)]",-42.633270367403675,1
103,-39.167534464603946,RAD54B,6,0,"[np.str_('RAD54B'), np.float64(16.0), np.float64(28.0), np.float64(11.0), np.float64(3.0), np.float64(0.15584415584415584)]",-33.607876865164215,1
104,-6.148468295917647,0,6,0,"[np.str_('RAD54B'), np.float64(0.0), np.float64(0.0), np.float64(11.0), np.float64(3.0), np.float64(nan)]",-6.148468295917647,1
105,-27.45940856924657,BAG4,7,1,"[np.str_('BAG4'), np.float64(9.0), np.float64(4.0), np.float64(7.0), np.float64(24.0), np.float64(7.7142857142857135)]",-26.110854536109528,1
106,-17.421390123752833,OBSCN,8,0,"[np.str_('OBSCN'), np.float64(1.0), np.float64(0.0), np.float64(6.0), np.float64(24.0), np.float64(inf)]",-16.472309569055685,1
107,-15.77916238849574,OR2G6,9,0,"[np.str_('OR2G6'), np.float64(1.0), np.float64(0.0), np.float64(5.0), np.float64(24.0), np.float64(inf)]",-14.680550099827641,1
108,-13.987402919267696,0,9,0,"[np.str_('OR2G6'), np.float64(0.0), np.float64(0.0), np.float64(5.0), np.float64(24.0), np.float64(nan)]",-13.987402919267696,1
109,-0.6931471805599453,0,9,1,"[np.str_('OR2G6'), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-0.6931471805599453,1
110,-0.6931471805599453,0,8,1,"[np.str_('OBSCN'), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-0.6931471805599453,1
111,-8.689464412356694,ERLIN2,8,1,"[np.str_('ERLIN2'), np.float64(8.0), np.float64(2.0), np.float64(1.0), np.float64(2.0), np.float64(8.0)]",-7.8601850574721635,1
112,-1.791759469228055,0,8,0,"[np.str_('ERLIN2'), np.float64(0.0), np.float64(0.0), np.float64(1.0), np.float64(2.0), np.float64(nan)]",-1.791759469228055,1
113,-6.068425588244109,TTN,9,1,"[np.str_('TTN'), np.float64(1.0), np.float64(1.0), np.float64(7.0), np.float64(1.0), np.float64(0.14285714285714285)]",-4.158883083359672,1
114,-2.7725887222397816,0,9,0,"[np.str_('TTN'), np.float64(0.0), np.float64(0.0), np.float64(7.0), np.float64(1.0), np.float64(nan)]",-2.7725887222397816,1
115,-1.3862943611198906,0,9,1,"[np.str_('TTN'), np.float64(1.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-1.3862943611198906,1
116,-3.465735902799727,0,5,1,"[np.str_('CSMD1'), np.float64(1.0), np.float64(15.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-3.465735902799727,1
117,-1.6094379124341,0,4,1,"[np.str_('AHCTF1'), np.float64(4.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-1.6094379124341,1
118,-11.056588026488306,PDE4DIP,4,1,"[np.str_('PDE4DIP'), np.float64(4.0), np.float64(7.0), np.float64(0.0), np.float64(15.0), np.float64(inf)]",-10.016816237843132,1
119,-2.7725887222397816,0,4,0,"[np.str_('PDE4DIP'), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(15.0), np.float64(nan)]",-2.7725887222397816,1
120,-7.244227515603351,CNBD1,5,1,"[np.str_('CNBD1'), np.float64(4.0), np.float64(3.0), np.float64(0.0), np.float64(4.0), np.float64(inf)]",-6.109247582764365,1
121,-1.6094379124341,0,5,0,"[np.str_('CNBD1'), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(4.0), np.float64(nan)]",-1.6094379124341,1
122,-4.499809670330265,DNAH14,6,1,"[np.str_('DNAH14'), np.float64(4.0), np.float64(1.0), np.float64(0.0), np.float64(2.0), np.float64(inf)]",-4.276666119016055,1
123,-1.0986122886681096,0,6,0,"[np.str_('DNAH14'), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(2.0), np.float64(nan)]",-1.0986122886681096,1
124,-3.1780538303479458,GATA3,7,1,"[np.str_('GATA3'), np.float64(3.0), np.float64(0.0), np.float64(1.0), np.float64(1.0), np.float64(inf)]",-2.7725887222397816,1
125,-1.3862943611198906,0,7,0,"[np.str_('GATA3'), np.float64(0.0), np.float64(0.0), np.float64(1.0), np.float64(1.0), np.float64(nan)]",-1.3862943611198906,1
126,-1.3862943611198908,0,7,1,"[np.str_('GATA3'), np.float64(3.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(nan)]",-1.3862943611198908,1
127,-452.84299496840333,INTS8,1,2,"['INTS8', 53.0, 79.0, 157.0, 490.0, 2.093848262517133]",-437.574571619075,2
128,-354.854932728776,TRIM67,2,0,"[np.str_('TRIM67'), np.float64(35.0), np.float64(44.0), np.float64(122.0), np.float64(446.0), np.float64(2.907973174366617)]",-345.98957921328815,2
129,-295.4635061399343,OR2C3,3,0,"[np.str_('OR2C3'), np.float64(8.0), np.float64(6.0), np.float64(114.0), np.float64(440.0), np.float64(5.146198830409356)]",-286.8172893525215,2
130,-282.67415462613,GPR137B,4,0,"[np.str_('GPR137B'), np.float64(2.0), np.float64(0.0), np.float64(112.0), np.float64(440.0), np.float64(inf)]",-280.63461192981725,2
131,-279.53599964114915,ESRP1,5,0,"[np.str_('ESRP1'), np.float64(3.0), np.float64(1.0), np.float64(109.0), np.float64(439.0), np.float64(12.082568807339449)]",-276.7291228951341,2
132,-274.64968135345424,PHF20L1,6,0,"[np.str_('PHF20L1'), np.float64(2.0), np.float64(40.0), np.float64(107.0), np.float64(399.0), np.float64(0.18644859813084114)]",-270.19739588906833,2
133,-262.0530070235207,PCNXL2,7,0,"[np.str_('PCNXL2'), np.float64(4.0), np.float64(2.0), np.float64(103.0), np.float64(397.0), np.float64(7.708737864077669)]",-259.1918213111959,2
134,-256.4837711100937,HHLA1,8,0,"[np.str_('HHLA1'), np.float64(2.0), np.float64(1.0), np.float64(101.0), np.float64(396.0), np.float64(7.841584158415842)]",-254.84997562246383,2
135,-253.05821615323578,GOT1L1,9,0,"[np.str_('GOT1L1'), np.float64(16.0), np.float64(31.0), np.float64(85.0), np.float64(365.0), np.float64(2.2163187855787476)]",-249.24793417314703,2
136,-220.1171730662013,AHCTF1,10,0,"[np.str_('AHCTF1'), np.float64(5.0), np.float64(6.0), np.float64(80.0), np.float64(359.0), np.float64(3.7395833333333335)]",-217.97735012362295,2
137,-210.36847949443168,CSMD1,11,0,"[np.str_('CSMD1'), np.float64(2.0), np.float64(39.0), np.float64(78.0), np.float64(320.0), np.float64(0.210387902695595)]",-205.8408173523052,2
138,-197.74521865092703,BAG4,12,0,"[np.str_('BAG4'), np.float64(2.0), np.float64(0.0), np.float64(76.0), np.float64(320.0), np.float64(inf)]",-196.68763679681442,2
139,-195.5890245081463,TAF2,13,0,"[np.str_('TAF2'), np.float64(4.0), np.float64(4.0), np.float64(72.0), np.float64(316.0), np.float64(4.388888888888889)]",-192.93703038750033,2
140,-188.1495386447183,MIR548AA1,14,0,"[np.str_('MIR548AA1'), np.float64(1.0), np.float64(0.0), np.float64(71.0), np.float64(316.0), np.float64(inf)]",-187.14436036269615,2
141,-186.4512131821362,ZNF670,15,0,"[np.str_('ZNF670'), np.float64(1.0), np.float64(0.0), np.float64(70.0), np.float64(316.0), np.float64(inf)]",-185.43443091171585,2
142,-184.7412837311559,OR2T2,16,0,"[np.str_('OR2T2'), np.float64(1.0), np.float64(0.0), np.float64(69.0), np.float64(316.0), np.float64(inf)]",-183.7127000468482,2
143,-183.01955286628825,OR2T3,17,0,"[np.str_('OR2T3'), np.float64(1.0), np.float64(0.0), np.float64(68.0), np.float64(316.0), np.float64(inf)]",-182.88267636740383,2
144,-182.18952918684388,NDUFB9,18,0,"[np.str_('NDUFB9'), np.float64(1.0), np.float64(1.0), np.float64(67.0), np.float64(315.0), np.float64(4.701492537313433)]",-180.73386888950608,2
145,-179.3475745283862,RNF139,19,0,"[np.str_('RNF139'), np.float64(1.0), np.float64(0.0), np.float64(66.0), np.float64(315.0), np.float64(inf)]",-178.93380526192726,2
146,-178.24065808136731,OXR1,20,0,"[np.str_('OXR1'), np.float64(3.0), np.float64(4.0), np.float64(63.0), np.float64(311.0), np.float64(3.7023809523809526)]",-175.05777835720707,2
147,-172.0620460836531,MYC,21,0,"[np.str_('MYC'), np.float64(2.0), np.float64(2.0), np.float64(61.0), np.float64(309.0), np.float64(5.065573770491803)]",-169.74589226145295,2
148,-167.54866768411674,PVT1,22,0,"[np.str_('PVT1'), np.float64(1.0), np.float64(0.0), np.float64(60.0), np.float64(309.0), np.float64(inf)]",-167.34381334278595,2
149,-166.650666162226,GRHL2,23,0,"[np.str_('GRHL2'), np.float64(1.0), np.float64(1.0), np.float64(59.0), np.float64(308.0), np.float64(5.220338983050847)]",-165.98904153054957,2
150,-164.60274716942968,CDH1,24,0,"[np.str_('CDH1'), np.float64(18.0), np.float64(55.0), np.float64(41.0), np.float64(253.0), np.float64(2.0195121951219512)]",-163.02118695843714,2
151,-120.89170967345903,TARBP1,25,0,"[np.str_('TARBP1'), np.float64(2.0), np.float64(2.0), np.float64(39.0), np.float64(251.0), np.float64(6.435897435897436)]",-118.37112242865113,2
